customer_id,recency,frequency,monetary
CS2789,2015-01-25,26,2003
CS2790,2014-11-15,19,1496
CS2791,2015-03-02,19,1381
CS2792,2015-03-09,21,1557
CS2793,2015-01-25,22,1668
CS2794,2015-03-12,23,1789
CS2795,2015-02-26,22,1609
CS2796,2015-03-14,18,1279
CS2797,2014-08-22,20,1352
CS2798,2014-12-29,21,1535
CS2799,2015-03-09,17,1102
CS2800,2015-01-04,16,1063
CS2801,2015-02-02,18,1148
CS2802,2015-02-15,20,1347
CS2803,2014-11-09,15,1034
CS2804,2015-02-18,22,1530
CS2805,2015-02-11,18,1104
CS2806,2014-10-20,11,762
CS2807,2015-01-14,19,1316
CS2808,2014-09-29,24,1509
CS2809,2015-03-03,24,1594
CS2810,2014-12-17,15,1082
CS2811,2014-10-24,17,1110
CS2812,2015-02-24,16,1134
CS2813,2014-12-31,23,1593
CS2814,2015-02-21,18,1385
CS2815,2015-02-08,16,1166
CS2816,2015-03-06,21,1401
CS2817,2015-01-08,21,1406
CS2818,2015-03-06,29,2018
CS2819,2015-02-21,20,1338
CS2820,2014-10-17,23,1596
CS2821,2015-02-26,27,1864
CS2822,2015-01-29,15,1131
CS2823,2015-02-26,25,1731
CS2824,2015-03-13,20,1292
CS2825,2015-02-24,14,873
CS2826,2014-10-25,18,1142
CS2827,2015-01-02,21,1455
CS2828,2015-01-27,20,1350
CS2829,2015-01-24,24,1794
CS2830,2014-12-08,28,2070
CS2831,2015-01-29,17,1250
CS2832,2015-02-20,24,1585
CS2833,2015-03-13,18,1299
CS2834,2015-02-17,24,1747
CS2835,2014-10-02,24,1800
CS2836,2015-02-10,18,1297
CS2837,2015-02-24,26,1813
CS2838,2014-07-09,18,1446
CS2839,2014-12-16,19,1295
CS2840,2015-02-02,29,2074
CS2841,2014-08-10,12,792
CS2842,2015-02-25,24,1733
CS2843,2014-09-29,18,1374
CS2844,2014-09-08,11,740
CS2845,2015-01-02,27,1829
CS2846,2015-03-09,19,1283
CS2847,2014-12-10,21,1493
CS2848,2015-01-09,19,1331
CS2849,2015-01-09,21,1301
CS2850,2015-02-18,17,1131
CS2851,2014-09-16,19,1392
CS2852,2014-10-14,16,1151
CS2853,2015-02-03,25,1779
CS2854,2015-02-27,23,1564
CS2855,2014-12-15,19,1346
CS2856,2015-01-16,21,1448
CS2857,2014-10-31,15,1095
CS2858,2015-01-26,23,1555
CS2859,2015-02-27,13,792
CS2860,2014-09-25,21,1356
CS2861,2015-03-06,14,1082
CS2862,2015-02-21,24,1734
CS2863,2014-11-03,25,1716
CS2864,2015-01-19,23,1442
CS2865,2015-02-07,25,1868
CS2866,2015-02-27,22,1488
CS2867,2015-02-23,21,1464
CS2868,2015-01-27,20,1507
CS2869,2015-02-17,21,1452
CS2870,2015-01-28,24,1670
CS2871,2014-10-22,29,2124
CS2872,2015-03-15,22,1674
CS2873,2015-02-28,29,2045
CS2874,2015-01-05,14,930
CS2875,2015-02-24,15,1007
CS2876,2015-03-01,21,1369
CS2877,2015-03-15,24,1677
CS2878,2015-01-04,23,1610
CS2879,2014-12-20,15,1028
CS2880,2014-12-27,20,1482
CS2881,2014-09-19,26,1801
CS2882,2014-07-25,11,781
CS2883,2014-09-15,21,1658
CS2884,2015-03-16,21,1399
CS2885,2015-02-14,28,1781
CS2886,2014-12-02,16,897
CS2887,2015-02-10,25,1527
CS2888,2014-09-06,24,1792
CS2889,2015-02-08,22,1536
CS2890,2015-01-07,19,1308
CS2891,2015-01-19,24,1823
CS2892,2014-09-23,17,1181
CS2893,2015-03-11,24,1724
CS2894,2015-02-27,19,1377
CS2895,2015-02-26,21,1304
CS2896,2015-01-27,24,1845
CS2897,2015-02-17,16,1188
CS2898,2015-02-10,21,1336
CS2899,2015-03-02,24,1673
CS2900,2015-03-06,26,1954
CS2901,2014-09-07,19,1259
CS2902,2014-11-27,28,1961
CS2903,2014-10-14,17,1289
CS2904,2015-03-10,25,1869
CS2905,2014-12-20,17,1185
CS2906,2015-01-18,27,1935
CS2907,2015-02-12,29,2039
CS2908,2015-01-10,16,1061
CS2909,2015-02-12,19,1412
CS2910,2015-03-05,23,1345
CS2911,2015-02-10,21,1511
CS2912,2014-12-21,20,1361
CS2913,2014-08-14,21,1490
CS2914,2014-12-19,26,1792
CS2915,2014-12-21,24,1749
CS2916,2015-01-12,21,1514
CS2917,2015-03-15,20,1474
CS2918,2015-03-07,24,1741
CS2919,2015-02-24,18,1313
CS2920,2015-03-09,21,1419
CS2921,2015-01-22,16,1044
CS2922,2015-03-11,15,977
CS2923,2014-09-02,13,966
CS2924,2015-03-11,21,1459
CS2925,2015-03-14,14,997
CS2926,2015-02-19,14,986
CS2927,2015-03-03,25,1581
CS2928,2014-10-27,17,1243
CS2929,2015-03-16,22,1449
CS2930,2015-01-27,26,1955
CS2931,2015-03-11,21,1550
CS2932,2014-11-25,18,1228
CS2933,2014-10-07,13,900
CS2934,2015-02-27,17,1227
CS2935,2015-03-06,21,1388
CS2936,2015-01-13,13,813
CS2937,2015-03-02,20,1394
CS2938,2014-12-13,30,2039
CS2939,2015-02-20,17,1227
CS2940,2014-12-19,21,1334
CS2941,2014-05-08,13,1077
CS2942,2015-01-05,17,1246
CS2943,2015-03-06,19,1306
CS2944,2014-08-04,17,1239
CS2945,2015-03-08,26,1911
CS2946,2015-03-05,31,2238
CS2947,2014-11-07,19,1348
CS2948,2014-09-02,17,1199
CS2949,2014-12-05,24,1581
CS2950,2015-01-28,16,1072
CS2951,2014-08-31,32,2382
CS2952,2015-02-01,25,1691
CS2953,2015-01-22,17,1093
CS2954,2015-01-27,17,1404
CS2955,2015-02-15,17,1191
CS2956,2015-03-10,29,2050
CS2957,2015-01-12,19,1251
CS2958,2014-11-30,13,778
CS2959,2015-03-02,16,1124
CS2960,2015-02-09,16,1178
CS2961,2015-01-22,30,2183
CS2962,2015-03-16,23,1639
CS2963,2014-12-25,16,1109
CS2964,2014-12-10,21,1363
CS2965,2014-10-05,13,793
CS2966,2014-09-04,18,1143
CS2967,2015-03-16,21,1425
CS2968,2015-01-23,24,1649
CS2969,2015-03-07,18,1314
CS2970,2015-03-07,21,1496
CS2971,2014-09-09,16,1029
CS2972,2014-08-27,19,1301
CS2973,2014-09-11,19,1317
CS2974,2014-12-25,19,1368
CS2975,2015-01-21,22,1387
CS2976,2014-08-25,14,897
CS2977,2015-03-06,21,1490
CS2978,2014-11-17,20,1470
CS2979,2015-03-14,20,1398
CS2980,2014-09-30,21,1562
CS2981,2014-11-28,18,1369
CS2982,2014-12-24,22,1543
CS2983,2015-03-05,23,1524
CS2984,2015-01-24,29,1955
CS2985,2014-08-02,16,1133
CS2986,2014-12-26,25,1720
CS2987,2014-12-18,20,1508
CS2988,2015-02-26,22,1543
CS2989,2015-03-07,26,1702
CS2990,2014-12-12,27,1765
CS2991,2015-03-09,22,1568
CS2992,2014-09-28,16,1031
CS2993,2015-01-02,16,1190
CS2994,2015-02-02,22,1470
CS2995,2015-02-05,14,794
CS2996,2014-12-09,25,1719
CS2997,2014-11-27,21,1503
CS2998,2015-02-10,21,1456
CS2999,2014-10-18,19,1262
CS3000,2015-03-08,20,1379
CS3001,2014-07-25,15,1193
CS3002,2015-02-01,22,1394
CS3003,2015-02-18,17,1213
CS3004,2015-03-15,24,1939
CS3005,2015-01-11,23,1740
CS3006,2015-03-03,24,1732
CS3007,2014-06-06,16,1127
CS3008,2015-02-13,24,1788
CS3009,2015-03-09,14,895
CS3010,2015-03-16,26,1862
CS3011,2014-12-14,28,1890
CS3012,2015-02-03,24,1688
CS3013,2015-03-09,35,2259
CS3014,2014-12-26,23,1641
CS3015,2015-03-04,24,1601
CS3016,2014-04-25,9,634
CS3017,2014-07-03,19,1424
CS3018,2014-06-01,19,1190
CS3019,2015-02-01,23,1593
CS3020,2015-03-06,23,1486
CS3021,2015-01-02,13,871
CS3022,2015-01-17,21,1469
CS3023,2015-01-04,19,1242
CS3024,2014-11-06,24,1738
CS3025,2014-12-28,13,960
CS3026,2015-02-10,21,1409
CS3027,2015-02-09,19,1345
CS3028,2015-03-02,31,2214
CS3029,2015-01-03,24,1705
CS3030,2015-01-31,23,1579
CS3031,2015-02-19,20,1407
CS3032,2015-03-05,17,1305
CS3033,2014-11-09,14,981
CS3034,2014-12-22,22,1555
CS3035,2014-11-11,20,1365
CS3036,2015-02-16,23,1587
CS3037,2015-01-24,21,1324
CS3038,2015-02-16,17,1283
CS3039,2015-02-20,17,1296
CS3040,2015-02-24,17,1266
CS3041,2015-03-11,22,1397
CS3042,2015-02-10,14,936
CS3043,2014-12-02,17,1154
CS3044,2015-03-12,22,1576
CS3045,2015-01-16,18,1351
CS3046,2015-01-13,22,1631
CS3047,2015-01-07,25,1729
CS3048,2015-01-29,11,693
CS3049,2015-03-02,21,1333
CS3050,2014-12-06,20,1206
CS3051,2014-11-23,19,1375
CS3052,2015-02-04,26,1811
CS3053,2015-01-14,15,1311
CS3054,2015-02-23,14,1028
CS3055,2015-01-14,21,1542
CS3056,2014-11-10,17,1169
CS3057,2014-12-05,13,924
CS3058,2015-03-04,25,1810
CS3059,2014-12-17,18,1349
CS3060,2014-11-28,24,1763
CS3061,2015-01-13,23,1749
CS3062,2015-01-18,21,1546
CS3063,2014-12-01,14,919
CS3064,2014-02-28,22,1425
CS3065,2014-11-07,16,967
CS3066,2014-12-24,19,1273
CS3067,2015-02-27,22,1450
CS3068,2015-01-21,18,1181
CS3069,2015-01-28,22,1487
CS3070,2015-01-25,21,1433
CS3071,2015-02-22,23,1642
CS3072,2015-01-16,18,1154
CS3073,2015-02-13,27,1940
CS3074,2015-01-08,22,1794
CS3075,2015-03-13,19,1261
CS3076,2015-02-21,21,1605
CS3077,2015-01-05,29,1977
CS3078,2015-03-10,17,1021
CS3079,2014-11-03,24,1535
CS3080,2015-03-03,24,1596
CS3081,2014-12-15,21,1472
CS3082,2014-12-27,21,1400
CS3083,2015-01-02,17,1069
CS3084,2014-05-19,12,904
CS3085,2014-11-21,23,1618
CS3086,2015-02-04,23,1561
CS3087,2014-12-27,16,1007
CS3088,2014-09-03,16,1106
CS3089,2014-11-23,14,1050
CS3090,2014-12-26,18,1198
CS3091,2014-10-08,14,881
CS3092,2014-12-22,21,1594
CS3093,2015-02-16,21,1383
CS3094,2014-06-18,15,1121
CS3095,2014-11-04,24,1634
CS3096,2015-01-24,18,1325
CS3097,2014-09-30,19,1296
CS3098,2014-08-24,21,1359
CS3099,2014-11-27,17,1112
CS3100,2015-03-03,18,1437
CS3101,2015-03-09,30,2106
CS3102,2014-11-21,14,1031
CS3103,2015-03-13,16,1006
CS3104,2014-10-11,17,1174
CS3105,2015-02-21,21,1432
CS3106,2014-10-19,18,1270
CS3107,2015-02-15,17,1233
CS3108,2014-06-22,16,1032
CS3109,2015-03-09,20,1402
CS3110,2014-11-15,19,1279
CS3111,2014-08-18,21,1644
CS3112,2014-11-16,20,1225
CS3113,2014-11-18,12,937
CS3114,2014-09-26,18,1173
CS3115,2015-02-24,15,1074
CS3116,2015-02-22,25,1918
CS3117,2014-11-02,23,1562
CS3118,2015-03-02,22,1436
CS3119,2015-01-07,22,1642
CS3120,2015-01-28,12,808
CS3121,2015-03-10,23,1694
CS3122,2015-02-13,23,1519
CS3123,2015-03-03,23,1543
CS3124,2014-11-17,19,1335
CS3125,2015-01-06,14,1116
CS3126,2014-10-11,20,1304
CS3127,2015-03-16,26,1665
CS3128,2014-12-19,23,1472
CS3129,2015-03-10,27,1894
CS3130,2015-02-23,24,1674
CS3131,2015-03-10,28,2060
CS3132,2015-03-12,22,1719
CS3133,2014-08-20,14,892
CS3134,2014-10-26,19,1203
CS3135,2014-10-31,16,1097
CS3136,2015-01-08,24,1629
CS3137,2015-03-10,17,1201
CS3138,2014-10-27,16,999
CS3139,2015-03-03,23,1673
CS3140,2014-08-22,12,852
CS3141,2015-01-29,25,1772
CS3142,2015-02-15,19,1463
CS3143,2015-02-01,23,1432
CS3144,2015-02-13,25,1808
CS3145,2015-02-16,21,1339
CS3146,2015-03-10,18,1316
CS3147,2014-10-09,17,1211
CS3148,2014-06-16,20,1474
CS3149,2015-01-28,12,783
CS3150,2015-02-26,16,1149
CS3151,2015-01-02,18,1275
CS3152,2014-12-15,15,924
CS3153,2014-10-09,18,1331
CS3154,2014-12-08,22,1478
CS3155,2015-01-14,25,1858
CS3156,2014-11-07,24,1624
CS3157,2015-01-19,22,1686
CS3158,2014-11-25,17,1229
CS3159,2015-02-04,20,1462
CS3160,2014-11-19,16,1019
CS3161,2015-01-12,18,1253
CS3162,2015-02-28,17,998
CS3163,2015-01-12,31,2413
CS3164,2014-11-27,29,1916
CS3165,2014-11-21,30,2202
CS3166,2015-03-02,25,1697
CS3167,2014-12-24,18,1345
CS3168,2015-02-14,14,962
CS3169,2015-01-30,14,1061
CS3170,2014-10-30,18,1178
CS3171,2014-11-23,16,1205
CS3172,2014-12-28,22,1465
CS3173,2015-03-06,17,1085
CS3174,2015-01-25,23,1581
CS3175,2015-01-20,13,954
CS3176,2015-03-06,16,895
CS3177,2015-01-30,18,1246
CS3178,2015-02-01,21,1543
CS3179,2015-01-13,24,1572
CS3180,2014-11-17,25,1911
CS3181,2014-08-18,22,1593
CS3182,2015-02-20,25,1630
CS3183,2015-01-02,21,1370
CS3184,2015-02-20,20,1578
CS3185,2014-10-14,13,939
CS3186,2014-12-15,21,1581
CS3187,2015-01-30,21,1487
CS3188,2014-12-17,18,1188
CS3189,2015-02-01,24,1652
CS3190,2015-01-18,23,1684
CS3191,2015-01-21,23,1478
CS3192,2014-12-27,12,891
CS3193,2015-03-15,19,1288
CS3194,2015-02-28,22,1459
CS3195,2015-03-01,27,1743
CS3196,2014-12-19,22,1540
CS3197,2014-10-27,16,1176
CS3198,2015-02-19,24,1742
CS3199,2015-01-30,24,1542
CS3200,2014-10-22,14,1015
CS3201,2014-12-16,26,2014
CS3202,2015-01-14,21,1565
CS3203,2014-12-13,18,1319
CS3204,2015-01-20,19,1154
CS3205,2015-03-16,23,1522
CS3206,2015-03-14,18,1256
CS3207,2015-02-09,20,1322
CS3208,2014-08-16,15,1123
CS3209,2015-01-22,23,1707
CS3210,2015-01-31,24,1772
CS3211,2015-02-08,11,741
CS3212,2014-11-17,21,1689
CS3213,2014-10-19,24,1446
CS3214,2014-12-29,21,1464
CS3215,2015-01-14,16,1128
CS3216,2015-01-15,22,1597
CS3217,2015-03-11,19,1506
CS3218,2015-03-10,22,1717
CS3219,2015-01-12,23,1654
CS3220,2015-03-15,20,1429
CS3221,2014-10-19,28,2159
CS3222,2015-03-02,25,1828
CS3223,2014-10-09,24,1699
CS3224,2015-01-31,26,1751
CS3225,2014-10-11,16,1204
CS3226,2014-07-20,17,1183
CS3227,2014-11-30,21,1545
CS3228,2014-12-05,28,2047
CS3229,2015-02-01,27,1754
CS3230,2014-11-17,19,1222
CS3231,2014-12-20,19,1314
CS3232,2014-12-31,21,1562
CS3233,2015-02-23,16,1177
CS3234,2015-03-12,26,1707
CS3235,2015-01-18,13,790
CS3236,2015-03-13,15,995
CS3237,2015-02-24,22,1545
CS3238,2015-03-16,21,1529
CS3239,2014-10-02,13,769
CS3240,2014-11-28,16,1016
CS3241,2014-11-28,17,1257
CS3242,2015-01-21,24,1843
CS3243,2014-12-23,18,1358
CS3244,2014-08-15,15,1095
CS3245,2014-11-02,20,1321
CS3246,2015-02-25,15,1012
CS3247,2014-10-17,21,1597
CS3248,2015-01-20,14,823
CS3249,2015-01-08,28,1868
CS3250,2015-01-13,18,1217
CS3251,2015-03-09,18,1162
CS3252,2015-02-14,15,1039
CS3253,2014-12-28,19,1241
CS3254,2015-01-21,21,1443
CS3255,2014-12-31,19,1197
CS3256,2014-10-05,20,1384
CS3257,2015-01-19,16,1135
CS3258,2014-12-05,20,1348
CS3259,2015-01-27,23,1674
CS3260,2015-02-06,21,1654
CS3261,2014-04-30,16,1047
CS3262,2015-02-26,22,1555
CS3263,2015-01-15,20,1415
CS3264,2015-02-09,17,1271
CS3265,2014-11-05,20,1292
CS3266,2014-07-15,16,973
CS3267,2015-01-02,20,1393
CS3268,2014-10-20,22,1685
CS3269,2014-11-01,13,882
CS3270,2015-03-13,33,2349
CS3271,2015-02-04,26,1747
CS3272,2015-01-20,19,1393
CS3273,2015-03-12,18,1190
CS3274,2015-01-28,26,1824
CS3275,2015-03-12,18,1126
CS3276,2015-02-24,24,1626
CS3277,2015-01-16,20,1431
CS3278,2015-03-03,27,1866
CS3279,2015-03-15,21,1331
CS3280,2015-01-04,18,1253
CS3281,2014-12-03,15,961
CS3282,2015-02-17,17,1239
CS3283,2015-01-06,20,1338
CS3284,2015-02-11,17,1139
CS3285,2014-08-22,21,1619
CS3286,2014-12-29,18,1150
CS3287,2015-02-21,19,1297
CS3288,2014-08-17,21,1496
CS3289,2015-01-06,26,1963
CS3290,2015-01-18,23,1639
CS3291,2015-02-17,26,1994
CS3292,2015-02-09,21,1592
CS3293,2014-10-28,14,1000
CS3294,2015-03-16,18,1225
CS3295,2015-01-07,23,1655
CS3296,2015-02-06,24,1560
CS3297,2014-11-10,15,979
CS3298,2015-03-16,23,1574
CS3299,2014-12-08,23,1509
CS3300,2015-03-08,16,966
CS3301,2014-12-27,25,1668
CS3302,2015-02-13,24,1702
CS3303,2014-12-29,13,834
CS3304,2014-09-23,24,1634
CS3305,2015-02-18,23,1549
CS3306,2015-02-25,14,1018
CS3307,2015-01-14,13,1037
CS3308,2015-01-31,14,975
CS3309,2015-01-13,16,1159
CS3310,2014-12-10,22,1595
CS3311,2015-02-04,26,1850
CS3312,2014-09-07,13,937
CS3313,2015-01-08,23,1561
CS3314,2015-02-20,15,1048
CS3315,2015-03-01,26,1805
CS3316,2015-03-16,16,1176
CS3317,2015-03-09,8,565
CS3318,2014-08-27,19,1437
CS3319,2015-01-28,14,833
CS3320,2015-02-07,14,928
CS3321,2015-03-13,22,1487
CS3322,2015-01-27,23,1814
CS3323,2014-12-28,17,1145
CS3324,2015-02-24,27,1905
CS3325,2014-11-08,19,1194
CS3326,2015-01-05,23,1588
CS3327,2014-08-20,26,1843
CS3328,2015-01-16,18,1260
CS3329,2014-10-04,18,1164
CS3330,2015-01-27,23,1490
CS3331,2014-06-25,16,1124
CS3332,2015-01-19,18,1441
CS3333,2015-01-23,18,1300
CS3334,2015-02-11,20,1339
CS3335,2015-03-14,22,1651
CS3336,2015-03-05,17,1167
CS3337,2014-09-28,25,1579
CS3338,2015-02-03,16,1092
CS3339,2015-03-02,26,1966
CS3340,2015-02-21,21,1399
CS3341,2015-01-31,15,970
CS3342,2015-02-21,18,1348
CS3343,2014-12-01,24,1600
CS3344,2014-09-23,11,769
CS3345,2015-01-06,19,1399
CS3346,2014-07-19,18,1430
CS3347,2014-12-21,19,1297
CS3348,2015-02-23,28,2024
CS3349,2014-12-21,20,1483
CS3350,2015-03-11,18,1300
CS3351,2014-12-27,20,1370
CS3352,2015-01-26,16,1190
CS3353,2015-03-09,26,1823
CS3354,2015-02-03,16,963
CS3355,2015-02-23,30,2118
CS3356,2015-01-10,31,2221
CS3357,2014-11-08,22,1482
CS3358,2014-04-19,23,1613
CS3359,2015-03-06,25,1712
CS3360,2014-10-13,22,1410
CS3361,2014-10-17,17,1225
CS3362,2014-11-13,30,2303
CS3363,2014-12-11,23,1570
CS3364,2015-01-02,15,1082
CS3365,2014-10-13,23,1747
CS3366,2015-02-08,24,1869
CS3367,2015-01-31,16,1274
CS3368,2015-02-19,26,1658
CS3369,2015-01-30,25,1731
CS3370,2015-03-12,9,616
CS3371,2015-01-14,25,1820
CS3372,2015-03-05,23,1642
CS3373,2015-03-16,25,1597
CS3374,2015-01-10,18,1195
CS3375,2015-01-06,18,1159
CS3376,2015-02-23,18,1149
CS3377,2015-01-15,23,1892
CS3378,2014-12-10,10,749
CS3379,2014-12-04,14,1078
CS3380,2014-11-24,15,1114
CS3381,2014-10-07,14,982
CS3382,2015-03-04,24,1666
CS3383,2015-03-01,26,1764
CS3384,2015-03-07,21,1526
CS3385,2015-01-19,13,778
CS3386,2014-09-24,20,1430
CS3387,2015-02-20,13,1064
CS3388,2015-02-15,22,1337
CS3389,2014-11-07,16,1132
CS3390,2015-01-07,17,1208
CS3391,2014-11-21,19,1459
CS3392,2014-12-03,16,1169
CS3393,2015-02-26,14,976
CS3394,2014-12-28,17,1365
CS3395,2015-02-15,11,637
CS3396,2015-02-17,17,1102
CS3397,2015-01-07,20,1406
CS3398,2015-02-14,21,1581
CS3399,2014-07-20,17,1206
CS3400,2015-02-27,24,1615
CS3401,2015-03-09,20,1460
CS3402,2014-12-12,18,1246
CS3403,2015-03-10,22,1536
CS3404,2015-03-03,21,1545
CS3405,2015-01-04,12,837
CS3406,2015-01-10,23,1506
CS3407,2015-01-14,15,1025
CS3408,2015-03-10,21,1515
CS3409,2015-02-13,27,2106
CS3410,2015-03-10,26,1942
CS3411,2015-03-02,21,1556
CS3412,2014-11-07,18,1349
CS3413,2015-03-10,13,936
CS3414,2015-01-19,28,2105
CS3415,2015-03-07,22,1682
CS3416,2015-02-23,20,1441
CS3417,2015-03-10,29,1954
CS3418,2015-02-07,17,1200
CS3419,2015-02-04,22,1635
CS3420,2015-03-11,28,1768
CS3421,2015-02-26,24,1617
CS3422,2014-06-11,14,930
CS3423,2015-02-18,17,1165
CS3424,2015-02-18,17,1219
CS3425,2015-02-22,20,1366
CS3426,2015-01-29,28,1896
CS3427,2015-03-02,16,1174
CS3428,2014-10-25,22,1553
CS3429,2014-10-20,22,1599
CS3430,2015-01-12,15,1006
CS3431,2014-11-19,22,1661
CS3432,2015-01-06,16,1092
CS3433,2015-02-25,20,1354
CS3434,2014-09-17,21,1429
CS3435,2015-02-03,16,1041
CS3436,2014-11-23,17,1256
CS3437,2015-02-06,17,1329
CS3438,2014-08-28,17,1175
CS3439,2015-02-02,21,1320
CS3440,2015-03-04,29,1905
CS3441,2014-12-25,26,1721
CS3442,2015-03-07,26,1850
CS3443,2014-10-18,16,1113
CS3444,2015-01-13,20,1453
CS3445,2014-07-20,13,839
CS3446,2015-02-27,12,837
CS3447,2014-12-16,24,1810
CS3448,2015-02-03,21,1640
CS3449,2015-01-14,16,1048
CS3450,2014-09-30,23,1690
CS3451,2015-03-03,23,1736
CS3452,2015-03-03,24,1714
CS3453,2015-02-16,25,1726
CS3454,2015-02-09,21,1434
CS3455,2014-05-29,21,1292
CS3456,2015-01-08,23,1679
CS3457,2015-02-09,14,1048
CS3458,2015-03-13,18,1181
CS3459,2015-01-15,21,1361
CS3460,2015-01-22,19,1440
CS3461,2015-02-06,15,997
CS3462,2014-12-11,24,1843
CS3463,2015-01-07,21,1500
CS3464,2015-02-16,20,1321
CS3465,2015-02-11,20,1286
CS3466,2015-03-05,21,1429
CS3467,2014-11-11,12,813
CS3468,2015-01-10,24,1830
CS3469,2014-12-24,22,1516
CS3470,2015-01-13,30,2035
CS3471,2014-11-10,21,1538
CS3472,2015-01-02,17,1115
CS3473,2015-01-09,20,1406
CS3474,2014-12-22,17,1113
CS3475,2015-01-11,25,1811
CS3476,2014-12-29,18,1322
CS3477,2015-01-06,31,1978
CS3478,2015-03-08,21,1391
CS3479,2015-03-01,14,1015
CS3480,2015-03-10,27,1890
CS3481,2015-03-05,24,1601
CS3482,2014-12-25,17,1208
CS3483,2014-11-20,29,1977
CS3484,2014-10-14,13,867
CS3485,2014-09-19,25,1633
CS3486,2014-10-12,16,1147
CS3487,2014-04-05,9,703
CS3488,2015-02-01,22,1490
CS3489,2015-02-14,19,1357
CS3490,2015-03-09,18,1155
CS3491,2015-02-25,18,1165
CS3492,2015-03-08,26,1826
CS3493,2014-09-26,20,1397
CS3494,2014-12-30,15,1074
CS3495,2014-10-16,19,1326
CS3496,2015-02-09,16,1254
CS3497,2014-12-10,11,900
CS3498,2015-03-05,22,1480
CS3499,2015-01-09,21,1330
CS3500,2015-02-12,21,1495
CS3501,2015-03-06,27,2083
CS3502,2014-11-25,17,1057
CS3503,2015-02-10,17,1143
CS3504,2015-03-07,30,2207
CS3505,2015-01-08,23,1627
CS3506,2014-09-02,14,906
CS3507,2015-02-24,15,1054
CS3508,2015-01-30,20,1453
CS3509,2015-01-24,28,2151
CS3510,2015-01-11,23,1603
CS3511,2015-03-08,20,1390
CS3512,2015-03-08,16,1215
CS3513,2014-11-01,15,1154
CS3514,2015-01-14,20,1532
CS3515,2015-01-31,25,1679
CS3516,2015-02-26,14,941
CS3517,2015-03-15,24,1654
CS3518,2015-03-07,25,1560
CS3519,2015-02-03,22,1668
CS3520,2015-02-03,24,1678
CS3521,2014-11-30,21,1506
CS3522,2014-12-09,11,742
CS3523,2015-03-08,17,1089
CS3524,2015-02-03,22,1475
CS3525,2015-01-18,17,1269
CS3526,2015-03-06,24,1583
CS3527,2015-02-01,17,1031
CS3528,2014-11-02,21,1407
CS3529,2014-11-24,21,1465
CS3530,2014-11-25,30,2186
CS3531,2015-02-10,22,1611
CS3532,2014-07-01,14,1007
CS3533,2015-01-20,19,1406
CS3534,2015-01-23,15,1095
CS3535,2014-12-19,19,1281
CS3536,2014-12-10,21,1689
CS3537,2014-04-22,15,1029
CS3538,2015-02-06,12,934
CS3539,2015-03-08,19,1406
CS3540,2015-03-04,23,1646
CS3541,2015-02-10,26,1932
CS3542,2014-11-26,21,1595
CS3543,2015-02-01,24,1676
CS3544,2015-01-11,20,1444
CS3545,2015-02-11,20,1368
CS3546,2014-12-25,16,1130
CS3547,2015-02-20,21,1531
CS3548,2015-02-07,19,1398
CS3549,2015-03-04,19,1441
CS3550,2015-01-01,20,1403
CS3551,2015-03-15,18,1205
CS3552,2015-03-14,21,1467
CS3553,2015-03-11,14,1098
CS3554,2015-02-06,17,1305
CS3555,2014-11-20,18,1194
CS3556,2014-11-16,13,853
CS3557,2015-03-10,24,1872
CS3558,2015-03-04,20,1449
CS3559,2015-02-24,23,1536
CS3560,2015-03-14,20,1473
CS3561,2015-02-04,28,1967
CS3562,2014-12-16,16,1274
CS3563,2015-03-01,21,1486
CS3564,2015-01-24,20,1330
CS3565,2015-02-19,13,876
CS3566,2015-03-02,21,1505
CS3567,2014-10-16,15,1044
CS3568,2015-01-30,26,1863
CS3569,2015-02-13,23,1668
CS3570,2015-03-15,23,1550
CS3571,2015-01-23,19,1276
CS3572,2014-08-04,19,1323
CS3573,2014-07-10,13,952
CS3574,2015-02-27,22,1482
CS3575,2015-02-28,16,1069
CS3576,2015-01-07,20,1414
CS3577,2015-02-25,20,1388
CS3578,2014-11-19,16,1063
CS3579,2014-12-29,24,1566
CS3580,2014-01-16,19,1413
CS3581,2015-01-15,20,1350
CS3582,2014-09-26,20,1459
CS3583,2015-02-09,17,1084
CS3584,2015-02-22,20,1564
CS3585,2015-02-08,15,1096
CS3586,2015-01-23,23,1675
CS3587,2014-12-06,21,1466
CS3588,2015-02-13,25,1815
CS3589,2015-01-04,20,1388
CS3590,2015-01-04,16,1067
CS3591,2015-01-05,28,1757
CS3592,2015-03-05,27,1804
CS3593,2015-03-07,23,1649
CS3594,2015-01-10,26,1999
CS3595,2015-03-10,19,1293
CS3596,2015-03-03,22,1601
CS3597,2015-01-13,23,1618
CS3598,2014-12-12,20,1398
CS3599,2015-01-11,20,1375
CS3600,2014-12-05,17,1138
CS3601,2014-12-05,11,768
CS3602,2015-02-27,20,1566
CS3603,2015-01-24,16,1050
CS3604,2015-03-06,19,1175
CS3605,2015-01-13,16,998
CS3606,2015-02-18,16,1150
CS3607,2015-03-01,20,1432
CS3608,2014-11-19,17,1159
CS3609,2015-02-07,18,1202
CS3610,2015-02-21,28,1910
CS3611,2015-02-13,22,1729
CS3612,2015-01-14,26,1650
CS3613,2014-12-14,18,1397
CS3614,2015-01-19,20,1328
CS3615,2015-01-21,31,2263
